"accession"	"Assigned_population"	"Country"	"Province"	"Collecting_locality"	"Local_name"	"Notes_from_original_collections"	"Latitude"	"Longitude"	"part_of_varitome"	"Species"	"Taxon"	"TGRC"	"CC"	"EA"	"PI"	"TS"	"SV Count"	"SV Collector Rank"	"SRA ID"	"Yield (bp)"	"part_of_alonge"	"available_usda"	"available_tgrc"	"have_accession"	"have_from_matthias"	"have_from_tgrc"	"varitome_ordered_from_tgrc"
"17"	"BGV006327"	"SP PER"	"PER"	"Piura"	"Tambo Grande.Piura, a 2 Km dirección NW;Piura"	"Tomate culebra"	"wild"	"-4.892222222"	"-80.375277780000005"	TRUE	NA	NA	"LA4673"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"18"	"BGV006454"	"SP PER"	"PER"	"Piura"	"Piura, a 42,3 Km dirección Chulucanas;Piura"	"Tomate culebra"	"wild, dry soil"	"-5.1475"	"-80.270277780000001"	TRUE	"SP"	"S. pimpinellifolium"	"LA4679"	NA	NA	NA	NA	38694	"N/A"	"SRR10313085"	"75172895465"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"19"	"BGV006457"	"SP PER"	"PER"	"Piura"	"Vicus.Morropón, a 7 Km dirección Lambayeque;Piura"	"Tomate culebra"	"wild, sandy soil, abundant vegetation"	"-5.1719444440000002"	"-80.138611109999999"	TRUE	NA	NA	"LA4680"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"20"	"BGV006347"	"SP PER"	"PER"	"Piura"	"Piura.Piura, a 67 Km dirección Olmos;Piura"	"unknown"	"wild, sandy soil"	"-5.278333333"	"-80.105833329999996"	TRUE	NA	NA	"LA4675"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"21"	"BGV006336"	"SP PER"	"PER"	"Piura"	"Buenos Aires.Morropón, a 7 Km dirección SE;Piura"	"unknown"	"wild, near border of a dry river"	"-5.3294444439999999"	"-79.918333329999996"	TRUE	"SP"	"S. pimpinellifolium"	"LA4674"	NA	NA	NA	NA	40722	"N/A"	"SRR10313086"	"102523592946"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"22"	"BGV006353"	"SP PER"	"PER"	"Lambayeque"	"Lambayeque"	"unknown"	"wild, sandy soil"	"-5.5891666669999998"	"-79.970277780000004"	TRUE	NA	NA	"LA4676"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"23"	"BGV015380"	"SP PER"	"PER"	"Cajamarca"	"San Agustín.Bellavista.Jaén;Cajamarca"	"unknown"	"fallow land"	"-5.6011111109999998"	"-78.78"	TRUE	NA	NA	"LA4784"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"24"	"BGV015382"	"SP PER"	"PER"	"Amazonas"	"Magunchal.Jamalca.Utcubamba, a 1 Km dirección W;Amazonas"	"unknown"	"wild"	"-5.8855555559999999"	"-78.176111109999994"	TRUE	NA	NA	"LA4785"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"25"	"BGV006363"	"SP PER"	"PER"	"Lambayeque"	"Olmos.Lambayeque, a 4 Km dirección Jaén;Lambayeque"	"unknown"	"wild, sandy soil, abundant vegetation"	"-5.9950000000000001"	"-79.717500000000001"	TRUE	NA	NA	"LA4677"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"26"	"BGV006478"	"SP PER"	"PER"	"Lambayeque"	"Olmos.Lambayeque, a 7 Km dirección Lambayeque;Lambayeque"	"unknown"	"wild, in a cut road"	"-6.0347222220000001"	"-79.67694444"	TRUE	NA	NA	"LA4681"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"27"	"PAS014479"	"SP PER"	"PER"	"Cajamarca"	"Jaén, Linderos"	"Tomatillo"	"no info"	"unknown"	"unknown"	TRUE	"SP"	"S. pimpinellifolium"	"LA4791"	NA	NA	NA	NA	37041	"N/A"	"SRR10313084"	"95493210891"	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"28"	"BGV004584"	"SLC PER"	"COL"	"Cauca"	NA	"unknown"	"no info"	"2.4301759999999999"	"-77.055014999999997"	TRUE	NA	NA	"LA4660"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	FALSE
"29"	"BGV012615"	"unassigned"	"COL"	"Antioquia"	"Titiribi;Antioquia"	"unknown"	"Scattered population sown by owner at casa and in steep corn field on other side of road. Rather large for typical Colombian SLC. Mario and Orlando also collected 'Choreta', typical native tomato cultivar. (1986). Wild"	"6.6686439999999996"	"-75.283288999999996"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	NA	NA	NA	NA	NA	23209	"12"	"SRR10763454"	"44375042606"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"30"	"BGV012626"	"unassigned"	"COL"	"Cauca"	"Purillo, between El Bordo and Dolores"	"unknown"	"SP en ARS GRIN. Fruit red, elongated, cherry type. From Purillo, Columbia, between El Bordo and Dolores. (1938)"	"unknown"	"unknown"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	"LA4771"	NA	NA	NA	NA	24189	"6"	"Pending"	"Pending"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"31"	"BGV012627"	"SLC MEX-CA-NSA"	"COL"	NA	NA	"unknown"	NA	"unknown"	"unknown"	TRUE	NA	NA	"LA4772"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"32"	"BGV013175"	"SLC MEX-CA-NSA"	"COL"	"Cauca"	"Villa Hermosa;Cauca"	"unknown"	"Roadside flower garden on S side of highway Cali - Buenaventura. 1971"	"unknown"	"unknown"	TRUE	NA	NA	"LA4776"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"33"	"PI129088"	"SLC MEX-CA-NSA"	"COL"	"Quindío"	"Calarca"	"unknown"	"SLL en ARS GRIN. From the market at Armenia, Columbia. Fruit cherry form, red(1938)"	"4.4729520000000003"	"-75.672685999999999"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	FALSE
"34"	"LA2697"	"SLC MEX-CA-NSA"	"COL"	"Valle del Cauca"	"Vereda Mata de Cana"	"Tomate pajarito"	"wild; occasionall plants; 5 plants in home garden with little leaf disease; fruits red, 1.5-2.5 cms in diameter. Collector: M. Garcia, E. Garcia, M. Holle."	"unknown"	"unknown"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"35"	"BGV013134"	"SLC MEX"	"CRI"	"Cartago"	"CATIE;Turrialba;Cartago"	"unknown"	NA	"9.9"	"-83.683333329999996"	TRUE	NA	NA	"LA4775"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"36"	"BGV008218"	"SLC MEX-CA-NSA"	"CRI"	"Heredia"	"San Pablo;Heredia"	"unknown"	"Fruit 2cm in diameter. Locality: From San Pablo, Heredia province (1976)"	"10.016666669999999"	"-84.216666669999995"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	FALSE
"37"	"BGV008219"	"SLC MEX"	"CRI"	"Guacanaste"	"La Cruz;Guacanaste"	"unknown"	"Collected near the house of David Asquina (1976). Round, red fruit to 1.5 cm in diameter."	"11.06666667"	"-85.633333329999999"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	FALSE
"38"	"BGV008348"	"SLC MEX-CA-NSA"	"CRI"	"San José"	"San José"	"unknown"	NA	"9.9354429999999994"	"-84.108196000000007"	TRUE	NA	NA	"LA4766"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"39"	"BGV008354"	"SLC MEX-CA-NSA"	"CRI"	"San José"	"San José"	"unknown"	NA	"unknown"	"unknown"	TRUE	NA	NA	"LA4767"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"40"	"LA1712"	"SLC MEX-CA-NSA"	"CRI"	"San Jose"	"Pejibaye"	"unknown"	"Two plants in city lot in front of the bank next to the fence, weed. Typical SLC features; no stigma extrusion"	"unknown"	"unknown"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"41"	"PI487625"	"SLC ECU"	"CRI"	NA	NA	"unknown"	"SP en ARS GRIN. Area with more than 400cm rainfall annually. 1984."	"unknown"	"unknown"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	NA	NA	NA	"PI487625"	NA	10763	"26"	"SRR10343558"	"109329334777"	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
"42"	"BGV006753"	"SLC ECU"	"ECU"	"Napo"	"Archidona.Archidona;Napo"	"unknown"	"backyard"	"-0.91166666699999999"	"-77.80722222"	TRUE	NA	NA	"LA4682"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"43"	"BGV006767"	"unassigned"	"ECU"	"Napo"	"Santa Inés;Napo"	"Tomatillo"	"wild"	"-0.95722222199999996"	"-77.815833330000004"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	"LA4683"	NA	NA	NA	NA	23379	"5"	"Pending"	"Pending"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"44"	"BGV006768"	"SLC ECU"	"ECU"	"Napo"	"Puerto Napo dirección NE;Napo"	"unknown"	"wild"	"-1.0349999999999999"	"-77.785833330000003"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	"LA4684"	NA	NA	NA	NA	14491	"110"	"SRR10343552"	"68025567350"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"45"	"BGV006777"	"SLC ECU"	"ECU"	"Napo"	"El Mirador.Puerto Misahuallí;Napo"	"unknown"	"Backyard, growing wild"	"-1.0361111110000001"	"-77.691111109999994"	TRUE	NA	NA	"LA4686"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"46"	"BGV006779"	"SLC ECU"	"ECU"	"Napo"	"Las Colinas.Puerto Napo;Napo"	"unknown"	"Backyard, growing wild , SP or ceras?"	"-1.046666667"	"-77.795277780000006"	TRUE	NA	NA	"LA4687"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"47"	"BGV006792"	"SLC ECU"	"ECU"	"Napo"	"Costa Azul.Tena;Napo"	"Tomatillo"	"Backyard, growing wild"	"-1.0672222220000001"	"-77.78916667"	TRUE	NA	NA	"LA4688"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"48"	"BGV006806"	"SLC ECU"	"ECU"	"Napo"	"Nueva Esperanza.Arosamena Tola;Napo"	"unknown"	"Backyard, growing wild"	"-1.1227777779999999"	"-77.820555560000003"	TRUE	NA	NA	"LA4689"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"49"	"BGV006825"	"SLC PER"	"ECU"	"Pastaza"	"Santa Clara;Pastaza"	"unknown"	"Backyard, growing wild"	"-1.2377777780000001"	"-77.88027778"	TRUE	NA	NA	"LA4690"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"50"	"BGV006828"	"SLC ECU"	"ECU"	"Pastaza"	"Recinto San Vicente;Pastaza"	"unknown"	"farmland, leaves like SP, fruit like ceras"	"-1.318333333"	"-77.888888890000004"	TRUE	NA	NA	"LA4691"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"51"	"BGV007015"	"SLC ECU"	"ECU"	"Tungurahua"	"La Ciénaga;Baños de Agua Santa, a 5 Km dirección E;Tungurahua"	"Tomate"	"farmland, primitive cultivar"	"-1.3983333330000001"	"-78.383888889999994"	TRUE	NA	NA	"LA4707"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"52"	"BGV007017"	"SLC ECU"	"ECU"	"Tungurahua"	"Río Verde;Tungurahua"	"Tomatillo"	"backyard, primitive cultivar"	"-1.4044444439999999"	"-78.300833330000003"	TRUE	NA	NA	"LA4708"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"53"	"BGV006852"	"SLC ECU"	"ECU"	"Pastaza"	"Simón Bolívar, a 3 Km dirección N;Pastaza"	"unknown"	"farmland, growing wild"	"-1.700277778"	"-77.842500000000001"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	"LA4692"	NA	NA	NA	NA	14453	"66"	"SRR10343555"	"51268322867"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"54"	"BGV006859"	"SLC ECU"	"ECU"	"Pastaza"	"Tashapi;Pastaza"	"unknown"	"farmland, growing wild"	"-1.7238888889999999"	"-77.880555560000005"	TRUE	NA	NA	"LA4693"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"55"	"BGV006865"	"SLC ECU"	"ECU"	"Pastaza"	"Pitirishca;Pastaza"	"unknown"	"farmland, growing wild"	"-1.809166667"	"-77.829166670000006"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	"LA4694"	NA	NA	NA	NA	14677	"9"	"SRR10763457"	"96202504812"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"56"	"BGV006867"	"SLC ECU"	"ECU"	"Pastaza"	"Kunkuki;Pastaza"	"unknown"	"farmland"	"-1.850555556"	"-77.822500000000005"	TRUE	NA	NA	"LA4695"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"57"	"BGV006881"	"SLC ECU"	"ECU"	"Morona Santiago"	"Macas;Morona Santiago"	"Tomatillo"	"backyard, primitive cultivar"	"-2.3036111109999999"	"-78.118888889999994"	TRUE	NA	NA	"LA4696"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"58"	"BGV007023"	"SLC ECU"	"ECU"	"Morona Santiago"	"Arapicos;Morona Santiago"	"Tomatillo"	NA	"-2.388888889"	"-78.169722219999997"	TRUE	NA	NA	"LA4709"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"59"	"BGV006896"	"SLC ECU"	"ECU"	"Morona Santiago"	"Sucúa;Morona Santiago"	"Tomatillo"	"backyard, primitive cultivar"	"-2.4505555559999999"	"-78.169722219999997"	TRUE	NA	NA	"LA4697"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"60"	"BGV006231"	"SLC ECU"	"ECU"	"Morona Santiago"	"Sucúa.Sucúa;Morona Santiago"	"Tomate riñón"	"kidney tomate, primitive cultivar"	"-2.4813888890000002"	"-78.161944439999999"	TRUE	NA	NA	"LA4669"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"61"	"BGV006899"	"SLC ECU"	"ECU"	"Morona Santiago"	"Huambi;Morona Santiago"	"Tomatillo"	"backyard, primitive cultivar"	"-2.5422222219999999"	"-78.166666669999998"	TRUE	NA	NA	"LA4698"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"62"	"BGV006901"	"SLC ECU"	"ECU"	"Morona Santiago"	"Huambi;Morona Santiago"	"Tomatillo"	"backyard, primitive cultivar"	"-2.5422222219999999"	"-78.166666669999998"	TRUE	NA	NA	"LA4699"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"63"	"BGV006232"	"SLC ECU"	"ECU"	"Morona Santiago"	"Logroño.Méndez;Morona Santiago"	"Tomate riñón"	"kidney tomate, primitive cultivar"	"-2.6124999999999998"	"-78.222499999999997"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	"LA4670"	NA	NA	NA	NA	12946	"50"	"SRR10343556"	"62239504024"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"64"	"BGV006904"	"SLC ECU"	"ECU"	"Morona Santiago"	"Logroño;Morona Santiago"	"Tomatillo"	"backyard, primitive cultivar, selfconsumption, sometimes sold"	"-2.6152777779999998"	"-78.198333329999997"	TRUE	NA	NA	"LA4700"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"65"	"BGV006907"	"SLC ECU"	"ECU"	"Morona Santiago"	"Yurupaza;Morona Santiago"	"Tomatillo"	"backyard, primitive cultivar"	"-2.6205555559999998"	"-78.198611110000002"	TRUE	NA	NA	"LA4702"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"66"	"BGV012639"	"SLC ECU"	"ECU"	"Guayas"	"Puna;Guayas"	"unknown"	NA	"-2.733333333"	"-79.916666669999998"	TRUE	NA	NA	"LA4773"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"67"	"BGV006910"	"SLC ECU"	"ECU"	"Morona Santiago"	"Chinganaza Nuevo;Morona Santiago"	"unknown"	"backyard, primitive cultivar"	"-2.7516666669999998"	"-78.304722220000002"	TRUE	NA	NA	"LA4703"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"68"	"BGV006229"	"SLC ECU"	"ECU"	"Morona Santiago"	"Indanza.Limón Indanza;Morona Santiago"	"Tomate riñón"	"kidney tomate, primitive cultivar"	"-3.0630555560000001"	"-78.486388890000001"	TRUE	NA	NA	"LA4667"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"69"	"BGV006230"	"SLC ECU"	"ECU"	"Morona Santiago"	"Indanza.Limón Indanza;Morona Santiago"	"Tomate riñón"	"kidney tomate, primitive cultivar"	"-3.0630555560000001"	"-78.486388890000001"	TRUE	NA	NA	"LA4668"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"70"	"BGV006235"	"SLC ECU"	"ECU"	"Morona Santiago"	"Indanza.Limón Indanza;Morona Santiago"	"Tomate riñón"	"kidney tomate, primitive cultivar"	"-3.0630555560000001"	"-78.486388890000001"	TRUE	NA	NA	"LA4672"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"71"	"BGV006175"	"SLC ECU"	"ECU"	"El Oro"	"San Jacinto.Ayapamba.Atahualpa;El Oro"	"Tomate del chiquito"	"farmland"	"-3.630833333"	"-79.679722220000002"	TRUE	"SLC"	"S. lycopersicum var. cerasiforme"	"LA4664"	NA	NA	NA	NA	10349	"99"	"Pending"	"Pending"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"72"	"BGV006927"	"SLC ECU"	"ECU"	"Zamora Chinchipe"	"Pachicutza;Zamora Chinchipe"	"Tomate"	"backyard, weed"	"-3.6661111110000002"	"-78.610277780000004"	TRUE	NA	NA	"LA4704"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"73"	"BGV006931"	"SLC ECU"	"ECU"	"Zamora Chinchipe"	"Pachicutza;Zamora Chinchipe"	"Tomatillo"	"orchard close to Health Center"	"-3.6705555560000001"	"-78.612222220000007"	TRUE	NA	NA	"LA4705"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
"74"	"BGV006934"	"SLC ECU"	"ECU"	"Zamora Chinchipe"	"Simón Bolívar.Yantzaza;Zamora Chinchipe"	"unknown"	"backyard, primitive cultivar"	"-3.7883333330000002"	"-78.751388890000001"	TRUE	NA	NA	"LA4706"	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	FALSE	NA	NA	TRUE
